molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL358967,CC(N)Cc1ccc(Cl)cc1,207.0,active
CHEMBL6467,CSc1ccc(CC(C)N)cc1,2375.0,intermediate
CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,405.0,active
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,266.0,active
CHEMBL1076360,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CC[C@H](O)[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(=O)N2,181.97,active
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,535.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4.0,active
CHEMBL1096495,CN1CCN(CC(c2cccc(Cl)c2)C2(O)CCCCC2)CC1,56.0,active
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,3.4,active
CHEMBL1095523,OC1(C(CN2CCNCC2)c2cc(Cl)sc2Cl)CCCCC1,225.0,active
CHEMBL1095524,OC1(C(CN2CCNCC2)c2ccsc2Cl)CCCCC1,720.0,active
CHEMBL1095525,OC1(C(CN2CCNCC2)c2csc(Cl)c2)CCCCC1,100.0,active
CHEMBL1097469,OC1(C(CN2CCNCC2)c2csc3ccccc23)CCCCC1,255.0,active
CHEMBL1097470,OC1(C(CN2CCNCC2)c2cc3ccccc3s2)CCCCC1,550.0,active
CHEMBL1097148,CN1CCN(CC(c2csc(Cl)c2)C2(O)CCCCC2)CC1,95.0,active
CHEMBL1095850,CN1CCN(C[C@H](c2csc(Cl)c2)C2(O)CCCCC2)CC1,57.0,active
CHEMBL1099178,CN1CCN(C[C@@H](c2csc(Cl)c2)C2(O)CCCCC2)CC1,18000.0,inactive
CHEMBL1099179,CN1CCN(C[C@H](c2cccc(Cl)c2)C2(O)CCCCC2)CC1,30.0,active
CHEMBL1099212,CN1CCN(C[C@@H](c2cccc(Cl)c2)C2(N)CCCCC2)CC1,576.0,active
CHEMBL1083118,CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,3.0,active
CHEMBL1083392,CNCC(=O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,5.1,active
CHEMBL1085338,CNCCCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,1.0,active
CHEMBL1082458,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,1.0,active
CHEMBL1083393,CNCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,2.0,active
CHEMBL1083409,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,2.0,active
CHEMBL1083429,CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,2.0,active
CHEMBL1083429,CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,4.0,active
CHEMBL1082458,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,6.0,active
CHEMBL1085831,CNCCCCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,1.1,active
CHEMBL1083118,CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,2.0,active
CHEMBL1083410,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,4.0,active
CHEMBL1085831,CNCCCCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,4.5,active
CHEMBL1085338,CNCCCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,2.7,active
CHEMBL1083409,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,4.0,active
CHEMBL1083410,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,3.0,active
CHEMBL1084313,CNC[C@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,10.0,active
CHEMBL1083408,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,3.0,active
CHEMBL1083428,CNC[C@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,9.0,active
CHEMBL1084042,CNCCC(C)N1c2ccccc2N(c2ccccc2F)S1(=O)=O,7.0,active
CHEMBL1083083,CNCC(O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,10.0,active
CHEMBL1084291,O=S1(=O)N(CCC(O)CNC2CC2)c2ccccc2N1c1ccccc1,9.0,active
CHEMBL1083428,CNC[C@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,6.0,active
CHEMBL1085323,CNC[C@@H](O)CCN1c2ccccc2N(c2cccc(OC)c2)S1(=O)=O,25.0,active
CHEMBL1086035,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2Cl)S1(=O)=O,28.0,active
CHEMBL1082292,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O,155.0,active
CHEMBL1084311,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)cc2F)S1(=O)=O,109.0,active
CHEMBL1084312,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)cc2F)S1(=O)=O,18.0,active
CHEMBL1082459,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2Cl)S1(=O)=O,48.0,active
CHEMBL1082611,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)c(F)c2)S1(=O)=O,43.0,active
CHEMBL1085066,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O,64.0,active
CHEMBL1085322,CNC[C@H](O)CCN1c2ccccc2N(c2cccc(OC)c2)S1(=O)=O,80.0,active
CHEMBL1082459,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2Cl)S1(=O)=O,61.0,active
CHEMBL1084829,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)cc2)S1(=O)=O,146.0,active
CHEMBL1085830,CNCC(F)(F)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,94.0,active
CHEMBL1084828,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)cc2)S1(=O)=O,328.0,active
CHEMBL1085322,CNC[C@H](O)CCN1c2ccccc2N(c2cccc(OC)c2)S1(=O)=O,143.0,active
CHEMBL1085339,CNC(C)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,72.0,active
CHEMBL1084311,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)cc2F)S1(=O)=O,100.0,active
CHEMBL1084828,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)cc2)S1(=O)=O,244.0,active
CHEMBL1083430,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)c(F)c2)S1(=O)=O,394.0,active
CHEMBL1084015,CCNCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,196.0,active
CHEMBL1082292,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O,294.0,active
CHEMBL1083430,CNC[C@H](O)CCN1c2ccccc2N(c2ccc(F)c(F)c2)S1(=O)=O,277.0,active
CHEMBL1085233,CNC[C@@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,305.0,active
CHEMBL1086220,CN(C)CC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,481.0,active
CHEMBL1085830,CNCC(F)(F)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,238.0,active
CHEMBL1083741,CNC[C@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,602.0,active
CHEMBL1084292,CC(C)(C)NCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,853.0,active
CHEMBL1084016,CC(C)NCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,2255.0,intermediate
CHEMBL1084042,CNCCC(C)N1c2ccccc2N(c2ccccc2F)S1(=O)=O,2.0,active
CHEMBL1083083,CNCC(O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,2.0,active
CHEMBL1083392,CNCC(=O)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,2.0,active
CHEMBL1085339,CNC(C)CCN1c2ccccc2N(c2ccccc2F)S1(=O)=O,5.0,active
CHEMBL1086035,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2Cl)S1(=O)=O,8.0,active
CHEMBL1083408,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,9.0,active
CHEMBL1085323,CNC[C@@H](O)CCN1c2ccccc2N(c2cccc(OC)c2)S1(=O)=O,19.0,active
CHEMBL1084312,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)cc2F)S1(=O)=O,19.0,active
CHEMBL1085066,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2C)S1(=O)=O,22.0,active
CHEMBL1084313,CNC[C@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,34.0,active
CHEMBL1082611,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)c(F)c2)S1(=O)=O,36.0,active
CHEMBL1084829,CNC[C@@H](O)CCN1c2ccccc2N(c2ccc(F)cc2)S1(=O)=O,51.0,active
CHEMBL1085233,CNC[C@@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,57.0,active
CHEMBL1083741,CNC[C@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,441.0,active
CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,405.0,active
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,266.0,active
CHEMBL1173600,CC1NC(C)(C)COC1(O)c1ccccn1,7950.0,intermediate
CHEMBL1173599,CC1NC(C)(C)COC1(O)c1cccnc1,100000.0,inactive
CHEMBL1173598,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,527.0,active
CHEMBL1171260,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,415.0,active
CHEMBL1173597,CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,31.0,active
CHEMBL1173772,CC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,43.4,active
CHEMBL1173771,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2ccc3ccccc3c2)c1,1570.0,intermediate
CHEMBL1173770,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2cccc3ccccc23)c1,411.0,active
CHEMBL1173430,CC1NC(C)(C)COC1(O)c1cc(Cl)cc(Cl)c1,2440.0,intermediate
CHEMBL1173429,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cc(F)cc(F)c1,151.0,active
CHEMBL1173428,CC1NC(C)(C)COC1(O)c1ccc(Cl)c(Cl)c1,114.0,active
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1850.0,intermediate
CHEMBL1172928,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,9900.0,intermediate
CHEMBL1172929,C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,241.0,active
CHEMBL1173274,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccccc1,550.0,active
CHEMBL1173275,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(F)c1,740.0,active
CHEMBL1173276,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Br)c1,920.0,active
CHEMBL1173277,Cc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,1130.0,intermediate
CHEMBL1173279,COc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,3000.0,intermediate
CHEMBL1173280,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc([N+](=O)[O-])c1,1210.0,intermediate
CHEMBL1173353,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)cc1,3800.0,intermediate
CHEMBL1173354,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,830.0,active
CHEMBL1170441,Cc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,1680.0,intermediate
CHEMBL1173355,COc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,100000.0,inactive
CHEMBL1173701,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(-c2ccccc2)cc1,10300.0,inactive
CHEMBL1173427,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)c(F)c1,740.0,active
CHEMBL1173532,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,1.995,active
CHEMBL1224224,CN(C)CCC(c1ccc2ccccc2c1)n1ncnn1,264.0,active
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,581.0,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,72.4,active
CHEMBL1224303,CN(C)CCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,234.0,active
CHEMBL1224381,CNCCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,69.0,active
CHEMBL1224382,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,19.8,active
CHEMBL1224383,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(-n2nccn2)n1,14.7,active
CHEMBL1224227,CNCCC(c1ccc2ccccc2c1)n1ncnn1,13.3,active
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,10000.0,inactive
CHEMBL1275709,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,6900.0,intermediate
CHEMBL1275791,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,2100.0,intermediate
CHEMBL1278088,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2,1000.0,active
CHEMBL1214060,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C/C=C/CF,1000.0,active
CHEMBL1643896,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)N1CCCC1)[C@@H](c1ccc(I)cc1)C2,1728.0,intermediate
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,825.0,active
CHEMBL1642890,N[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,124.0,active
CHEMBL1642891,N[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,731.0,active
CHEMBL1642892,N[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,855.0,active
CHEMBL1642893,N[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,174.0,active
CHEMBL1642894,CN[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,27.0,active
CHEMBL1642895,CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,117.0,active
CHEMBL1642896,CN[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,45.0,active
CHEMBL1642897,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,73.0,active
CHEMBL1642898,CN(C)[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,167.0,active
CHEMBL1642899,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,174.0,active
CHEMBL1642900,CN(C)[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,164.0,active
CHEMBL1642901,CN(C)[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,98.0,active
CHEMBL1642902,NC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,28.0,active
CHEMBL1642903,NC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,257.0,active
CHEMBL1642904,NC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,92.0,active
CHEMBL1642905,NC[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,371.0,active
CHEMBL1642906,CNC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,72.0,active
CHEMBL1642907,CNC[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,126.0,active
CHEMBL1642908,CNC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,210.0,active
CHEMBL1642909,CNC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,372.0,active
CHEMBL1642910,CN(C)C[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,565.0,active
CHEMBL1642911,CN(C)C[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,309.0,active
CHEMBL1642912,NCC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,26.0,active
CHEMBL1642913,NCC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,158.0,active
CHEMBL1642914,CN[C@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,766.0,active
CHEMBL1642915,CN[C@@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,112.0,active
CHEMBL1642916,CN[C@@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,1642.0,intermediate
CHEMBL1642917,CN[C@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,7262.0,intermediate
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,23.0,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,20.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,8.3,active
CHEMBL1642897,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,73.0,active
CHEMBL1643509,NC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,926.0,active
CHEMBL1643510,CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,7141.0,intermediate
CHEMBL1643511,CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,934.0,active
CHEMBL1643512,N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,138.0,active
CHEMBL1643513,CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,601.0,active
CHEMBL1643514,CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,1184.0,intermediate
CHEMBL1643515,NC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,2597.0,intermediate
CHEMBL1643516,CN(C)C1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,1857.0,intermediate
CHEMBL1643517,CNC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,1005.0,intermediate
CHEMBL1641622,N[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,1849.0,intermediate
CHEMBL1643518,CN[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,1246.0,intermediate
CHEMBL1643519,CN(C)[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,3091.0,intermediate
CHEMBL1644470,c1ccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)n2)cc1,26.0,active
CHEMBL1644471,c1ccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,54.0,active
CHEMBL1644472,CN1[C@@H]2CC[C@H]1C[C@H](Oc1ccccc1)C2,86.0,active
CHEMBL1644473,Clc1ccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,347.0,active
CHEMBL1644474,Clc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,19.0,active
CHEMBL1644475,Clc1ccccc1O[C@@H]1C[C@H]2CC[C@@H](C1)N2,188.0,active
CHEMBL1644476,Brc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,13.0,active
CHEMBL1644477,Ic1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,12.0,active
CHEMBL1644478,Fc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,67.0,active
CHEMBL1644479,Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,92.0,active
CHEMBL1644480,O=[N+]([O-])c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,91.0,active
CHEMBL1644481,FC(F)(F)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,128.0,active
CHEMBL1644482,COc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,222.0,active
CHEMBL1644483,N#Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,126.0,active
CHEMBL1644600,FC(F)(F)c1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,891.0,active
CHEMBL1644601,Brc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,132.0,active
CHEMBL1644602,Clc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,30.0,active
CHEMBL1644603,Fc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,85.0,active
CHEMBL1644604,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(-c2ccccc2)c1,148.0,active
CHEMBL1644605,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(-c2ccccc2)c1,90.0,active
CHEMBL1644606,N#Cc1ccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2)cc1,60.0,active
CHEMBL1644607,N#Cc1cccc(-c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2)c1,31.0,active
CHEMBL1644608,N#Cc1ccccc1-c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,5.0,active
CHEMBL1644609,N#Cc1ccccc1-c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)n1,9.0,active
CHEMBL1644610,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(-c2ccccc2C#N)c1,13.0,active
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,17.0,active
CHEMBL1683874,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,4.0,active
CHEMBL1683876,CCN(CC)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,6.0,active
CHEMBL1683902,CN(C)CC1(c2ccc3ccccc3c2)CCCCC1,7.0,active
CHEMBL1683875,CCN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,9.0,active
CHEMBL1683889,CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1,10.0,active
CHEMBL1683872,CCNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,19.0,active
CHEMBL1683899,CN(C)CC1(c2cccc3ccccc23)CCCCC1,20.0,active
CHEMBL1683883,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1,22.0,active
CHEMBL1683888,CN(C)CC1(c2ccc(Cl)c(F)c2)CCCCC1,26.0,active
CHEMBL1683896,CN(C)CC1(c2cccc(C(F)(F)F)c2)CCCCC1,28.0,active
CHEMBL1683873,Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl,36.0,active
CHEMBL1683880,CN1CCN(CC2(c3ccc(Cl)c(Cl)c3)CCCCC2)CC1,39.0,active
CHEMBL1683884,CN(C)CC1(c2ccc(Cl)cc2)CCCCC1,51.0,active
CHEMBL1683891,CN(C)CC1(c2ccc(F)c(F)c2)CCCCC1,61.0,active
CHEMBL1683882,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCC1,63.0,active
CHEMBL1683870,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,85.0,active
CHEMBL1683878,Clc1ccc(C2(CN3CCCCC3)CCCCC2)cc1Cl,114.0,active
CHEMBL1683890,CNCC1(c2ccc(F)c(Cl)c2)CCCCC1,137.0,active
CHEMBL1683893,CN(C)CC1(c2cccc(F)c2)CCCCC1,146.0,active
CHEMBL1683894,CN(C)CC1(c2ccc(F)cc2)CCCCC1,206.0,active
CHEMBL1683877,Clc1ccc(C2(CN3CCCC3)CCCCC2)cc1Cl,232.0,active
CHEMBL1683900,NCC1(c2ccc3ccccc3c2)CCCCC1,232.0,active
CHEMBL1683887,CNCC1(c2cccc(Cl)c2)CCCCC1,269.0,active
CHEMBL1683871,NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,273.0,active
CHEMBL1683901,CNCC1(c2ccc3ccccc3c2)CCCCC1,295.0,active
CHEMBL1683885,CNCC1(c2ccc(Cl)cc2)CCCCC1,326.0,active
CHEMBL1683895,CN(C)CC1(c2ccccc2)CCCCC1,346.0,active
CHEMBL1681810,CN(C)CC1(c2ccc(C(F)(F)F)cc2)CCCCC1,529.0,active
CHEMBL1683879,Clc1ccc(C2(CN3CCOCC3)CCCCC2)cc1Cl,790.0,active
CHEMBL1683892,CNCC1(c2ccc(F)c(F)c2)CCCCC1,2188.0,intermediate
CHEMBL1683881,NCC1(c2ccc(Cl)c(Cl)c2)CCCCCC1,2783.0,intermediate
CHEMBL1683898,CNCC1(c2cccc3ccccc23)CCCCC1,3177.0,intermediate
CHEMBL1683897,NCC1(c2cccc3ccccc23)CCCCC1,5761.0,intermediate
CHEMBL1683903,NCC1(c2ccc(-c3ccccc3)cc2)CCCCC1,8733.0,intermediate
CHEMBL1683904,CNCC1(c2ccc(-c3ccccc3)cc2)CCCCC1,9217.0,intermediate
CHEMBL1683905,NCC1(c2cccs2)CCCCC1,9987.0,intermediate
CHEMBL1683886,CN(C)CC1(c2cccc(Cl)c2)CCCCC1,9990.0,intermediate
CHEMBL1683870,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,85.0,active
CHEMBL1683901,CNCC1(c2ccc3ccccc3c2)CCCCC1,295.0,active
CHEMBL1684042,CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,320.0,active
CHEMBL1684043,CCC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,120.0,active
CHEMBL1684044,CC(C)CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,890.0,active
CHEMBL1684045,CNC(C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,37.0,active
CHEMBL1684046,CNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,960.0,active
CHEMBL1684047,CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,7.0,active
CHEMBL1684048,CC(C)CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,10000.0,inactive
CHEMBL1684049,CC(N)C1(c2cccc3ccccc23)CCCCC1,4000.0,intermediate
CHEMBL1684050,CC(N)C1(c2ccc3ccccc3c2)CCCCC1,330.0,active
CHEMBL1684051,CC(N)C1(c2ccc(OC(F)(F)F)cc2)CCCCC1,3200.0,intermediate
CHEMBL1684052,CC(N)C1(c2ccc(OC(C)(C)C)cc2)CCCCC1,5000.0,intermediate
