molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL523574,CNC[C@H]1CSc2ccccc2[C@@H]1Oc1ccccc1C,430.0,active
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,200.0,active
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,40.0,active
CHEMBL498680,CNC[C@@H]1SCc2ccccc2[C@@H]1Oc1ccccc1Cl,140.0,active
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,95.0,active
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,17.0,active
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,18.0,active
CHEMBL498510,CNC[C@@H]1CSc2ccccc2[C@@H]1Oc1ccccc1Cl,145.0,active
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,46.0,active
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,26.0,active
CHEMBL451105,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN(C)C,700.0,active
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,36.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2000.0,intermediate
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,15.0,active
CHEMBL526306,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,400.0,active
CHEMBL497665,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,35.0,active
CHEMBL524271,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,30.0,active
CHEMBL497664,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,4500.0,intermediate
CHEMBL497666,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,880.0,active
CHEMBL505902,Cc1ccccc1O[C@H]1c2ccccc2C[C@H]1CN(C)C,5000.0,intermediate
CHEMBL455447,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,10.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.0,active
CHEMBL180101,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,3.0,active
CHEMBL524313,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(O)cc1C,8.0,active
CHEMBL497512,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(F)cccc1C(F)(F)F,4.0,active
CHEMBL497846,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(C)cccc1F,4.0,active
CHEMBL444742,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(F)c1C,3.0,active
CHEMBL498482,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(C)c1C,39.0,active
CHEMBL498120,CNC[C@H]1OCc2ccccc2[C@H]1Oc1cccc(C)c1C,27.0,active
CHEMBL498141,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C(F)(F)F,900.0,active
CHEMBL526270,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C(F)(F)F,3.0,active
CHEMBL525717,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1Cl,370.0,active
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,8.0,active
CHEMBL452429,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1Cl,230.0,active
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,26.0,active
CHEMBL498481,CCc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CNC,690.0,active
CHEMBL525238,CCc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CNC,7.0,active
CHEMBL443952,CNC[C@@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,1000.0,active
CHEMBL526669,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,30.0,active
CHEMBL497461,CNC[C@@H]1COc2ccccc2[C@H]1Oc1ccccc1C,420.0,active
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,200.0,active
CHEMBL525532,Cc1ccccc1O[C@@H]1c2ccccc2CO[C@@H]1CN,1000.0,active
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,100.0,active
CHEMBL510352,Cc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CN,3100.0,intermediate
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,35.0,active
CHEMBL504606,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,1300.0,intermediate
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,5.0,active
CHEMBL498142,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1C,370.0,active
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,40.0,active
CHEMBL497463,CNC[C@H]1CCc2ccccc2[C@H]1Oc1ccccc1C,100.0,active
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,7.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,835.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1020.0,intermediate
CHEMBL465123,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2806.0,intermediate
CHEMBL446084,NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1995.0,intermediate
CHEMBL313041,COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC,100000.0,inactive
CHEMBL480988,COc1ccc(C2=NN(CCCCCBr)C(=O)C3CC=CCC23)cc1OC,100000.0,inactive
CHEMBL454507,COc1ccc(C2=NN(CCCCCNCC[C@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,6553.0,intermediate
CHEMBL499461,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,6811.0,intermediate
CHEMBL492438,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,500.0,active
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,2160.0,intermediate
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,9.1,active
CHEMBL257991,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,2470.0,intermediate
CHEMBL512851,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,2.3,active
CHEMBL469946,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,4.4,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.1,active
CHEMBL513248,C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,6.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,8.9,active
CHEMBL507806,C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,13.0,active
CHEMBL471002,C=CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,15.0,active
CHEMBL469947,C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1,17.0,active
CHEMBL472253,C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,19.0,active
CHEMBL471211,NC[C@@H]1C[C@@]1(C(=O)N1Cc2ccccc2C1)c1cccs1,21.0,active
CHEMBL471001,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN,40.0,active
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,77.0,active
CHEMBL445794,c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,2900.0,intermediate
CHEMBL469809,c1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,1200.0,intermediate
CHEMBL469810,N#Cc1ccc2cc(CO[C@H]3CCNC3)ccc2c1,6800.0,intermediate
CHEMBL469811,Fc1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,10600.0,inactive
CHEMBL469812,CCN(C1CCNCC1)S(=O)(=O)c1ccc2ccccc2c1,10000.0,inactive
CHEMBL512665,CCCCN(C1CCNCC1)S(=O)(=O)c1ccc2ccccc2c1,40000.0,inactive
CHEMBL469605,CN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,3000.0,intermediate
CHEMBL446230,CCN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,2600.0,intermediate
CHEMBL513367,CCCCN([C@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,5600.0,intermediate
CHEMBL469607,CN(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,3000.0,intermediate
CHEMBL471855,CC(C)CN(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,80.0,active
CHEMBL506789,CN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,5400.0,intermediate
CHEMBL471029,CCCCN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,80.0,active
CHEMBL512130,c1ccc2cc(CN(C3CCC3)C3CCNCC3)ccc2c1,1500.0,intermediate
CHEMBL451460,c1ccc2cc(OCC3CCNC3)ccc2c1,1400.0,intermediate
CHEMBL469551,N#Cc1ccc2cc(OC[C@H]3CCNC3)ccc2c1,200.0,active
CHEMBL506397,N#Cc1ccc2cc(OC[C@@H]3CCNC3)ccc2c1,772.0,active
CHEMBL453996,c1ccc2cc(OCC3CCNCC3)ccc2c1,1800.0,intermediate
CHEMBL469552,N#Cc1ccc2cc(OCC3CCNCC3)ccc2c1,1900.0,intermediate
CHEMBL444985,N#Cc1ccc2ccc(OCC3CCNCC3)cc2c1,4400.0,intermediate
CHEMBL471035,COCC(Oc1ccc2ccccc2c1)C1CCNCC1,827.0,active
CHEMBL465515,Fc1ccc2cc(CCN3CCNCC3)ccc2c1,10500.0,inactive
CHEMBL443090,Cc1c(CCN2CCNCC2)ccc2cc(F)ccc12,8400.0,intermediate
CHEMBL471036,c1ccc2cc(COC3CCNCC3)ccc2c1,6500.0,intermediate
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.0,active
CHEMBL453321,Cc1ccccc1O[C@@H]1CC[C@@H](N)c2ccccc21,950.0,active
CHEMBL447598,CN[C@@H]1CC[C@H](Oc2ccccc2C)c2ccccc21,520.0,active
CHEMBL453061,Cc1ccccc1O[C@H]1CC[C@@H](N)c2ccccc21,630.0,active
CHEMBL525249,CN[C@H]1Cc2ccccc2[C@@H](Oc2ccccc2C)C1,160.0,active
CHEMBL453062,CN[C@@H]1Cc2ccccc2[C@H](Oc2ccccc2C)C1,190.0,active
CHEMBL520736,CN[C@@H]1Cc2ccccc2[C@@H](Oc2ccccc2C)C1,200.0,active
CHEMBL488049,Cc1ccccc1O[C@@H]1C[C@@H](N(C)C)Cc2ccccc21,430.0,active
CHEMBL486045,CN[C@H]1Cc2ccccc2[C@H](Oc2ccccc2C)C1,8.0,active
CHEMBL520201,Cc1ccccc1O[C@H]1C[C@H](N(C)C)c2ccccc21,150.0,active
CHEMBL486044,CN[C@H]1C[C@H](Oc2ccccc2C)c2ccccc21,72.0,active
CHEMBL486043,Cc1ccccc1O[C@H]1C[C@H](N)c2ccccc21,840.0,active
CHEMBL486237,Cc1ccccc1O[C@H]1C[C@@H](N(C)C(C)C)c2ccccc21,1100.0,intermediate
CHEMBL486236,CCN(CC)[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,2000.0,intermediate
CHEMBL486235,CCN[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,3000.0,intermediate
CHEMBL487869,COc1ccccc1O[C@H]1C[C@@H](N(C)C)c2ccccc21,3000.0,intermediate
CHEMBL521392,Cc1ccccc1O[C@H]1C[C@@H](N(C)C)c2ccccc21,150.0,active
CHEMBL446570,CN[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,660.0,active
CHEMBL487691,COc1ccc(O[C@H]2C[C@@H](N(C)C)c3ccccc32)cc1,6000.0,intermediate
CHEMBL487690,CN(C)[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,1600.0,intermediate
CHEMBL488222,CN[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,4000.0,intermediate
CHEMBL488424,N[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,4000.0,intermediate
CHEMBL520735,CN(C)[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,800.0,active
CHEMBL445185,CN[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,2000.0,intermediate
CHEMBL530334,N[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,5000.0,intermediate
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2000.0,intermediate
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,15.0,active
CHEMBL493040,CNCc1ccccc1Cc1ccc(Cl)c(Cl)c1,200.0,active
CHEMBL481697,CN(C)Cc1cc(CNS(C)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,5600.0,intermediate
CHEMBL502129,CN(C)Cc1cc(C(=O)N(C)C)ccc1Oc1ccc(OC(F)(F)F)cc1,510.0,active
CHEMBL481696,CNC(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)c(CN(C)C)c1,2900.0,intermediate
CHEMBL481695,CN(C)Cc1cc(C(N)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,4200.0,intermediate
CHEMBL479410,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Oc1ccc(C(F)(F)F)cc1,700.0,active
CHEMBL479409,CN(C)Cc1cc(S(N)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,10000.0,inactive
CHEMBL479783,CSc1ccc(Sc2ccc(N(C)S(C)(=O)=O)cc2CN(C)C)cc1,70.0,active
CHEMBL449015,CSc1ccc(Sc2ccc(NS(C)(=O)=O)cc2CN(C)C)cc1,530.0,active
CHEMBL479411,CNCc1cc(NS(C)(=O)=O)ccc1Sc1ccc(SC)cc1,2000.0,intermediate
CHEMBL482295,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,6400.0,intermediate
CHEMBL482294,CN(C)Cc1cc(S(N)(=O)=O)ccc1[S+]([O-])c1ccc(C(F)(F)F)cc1,10000.0,inactive
CHEMBL482293,CN(C)Cc1cc(S(N)(=O)=O)ccc1Sc1cccc(C(F)(F)F)c1,3000.0,intermediate
CHEMBL500629,CN(C)Cc1cc(S(N)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,10000.0,inactive
CHEMBL482292,CN(C)Cc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1,1050.0,intermediate
CHEMBL481306,CNCc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1,130.0,active
CHEMBL479999,CN(C)Cc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,430.0,active
CHEMBL451165,CNCc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,50.0,active
CHEMBL451120,CSc1ccc(Oc2ccc(Br)cc2CN(C)C)cc1,7900.0,intermediate
CHEMBL448689,CSc1ccc(Oc2ccc(Cl)cc2CN(C)C)cc1,4900.0,intermediate
CHEMBL446481,CSc1ccc(Oc2ccc(F)cc2CN(C)C)cc1,630.0,active
CHEMBL481124,CN(C)Cc1ccccc1Oc1ccc(CC2CC2)cc1,2700.0,intermediate
CHEMBL507422,CN(C)Cc1ccccc1Oc1ccc(C2CC2)cc1,1400.0,intermediate
CHEMBL452376,CN(C)Cc1ccccc1Oc1ccc(Br)cc1,760.0,active
CHEMBL481526,CCOc1ccc(Oc2ccccc2CN(C)C)cc1,1500.0,intermediate
CHEMBL474922,COc1ccc(Oc2ccccc2CN(C)C)cc1,680.0,active
CHEMBL481353,CN(C)Cc1ccccc1Oc1ccc(OC(F)(F)F)cc1,6700.0,intermediate
CHEMBL481527,CN(C)Cc1cc(Br)ccc1Oc1ccc(C(F)(F)F)cc1,10000.0,inactive
CHEMBL443922,CN(C)Cc1ccccc1Oc1ccc(Cl)c(Cl)c1,290.0,active
CHEMBL257424,CN(C)Cc1ccccc1Oc1cccc(Cl)c1,50.0,active
CHEMBL257423,CN(C)Cc1ccccc1Oc1ccc(Cl)cc1,180.0,active
CHEMBL493264,CSc1ccc(Sc2ccccc2CN(C)C)cc1,640.0,active
CHEMBL493263,CN(C)Cc1ccccc1Sc1cccc(Cl)c1,50.0,active
CHEMBL493057,CN(C)Cc1ccccc1Sc1cccc(C(F)(F)F)c1,2000.0,intermediate
CHEMBL493027,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1,9200.0,intermediate
CHEMBL493056,CNCc1ccccc1Sc1ccc(C(F)(F)F)cc1,6000.0,intermediate
CHEMBL492842,CSc1ccc(Cc2ccccc2CN(C)C)cc1,1300.0,intermediate
CHEMBL492841,CNCc1ccccc1Cc1ccc(SC)cc1,7300.0,intermediate
CHEMBL453493,CN(C)Cc1ccccc1C(=O)c1ccc(Cl)c(Cl)c1,8600.0,intermediate
CHEMBL493476,CN(C)Cc1ccccc1C(O)c1ccc(Cl)c(Cl)c1,3100.0,intermediate
CHEMBL491268,CN(C)Cc1ccccc1Cc1ccc(Cl)c(Cl)c1,1300.0,intermediate
CHEMBL383706,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,770.0,active
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,535.0,active
CHEMBL470082,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(C(F)(F)F)c2)CCCCC1,94.0,active
CHEMBL469475,CN1CCN(CC(c2cccc(C(F)(F)F)c2)C2(O)CCCCC2)CC1.Cl.Cl,92.0,active
CHEMBL470482,Cl.Cl.OC1([C@H](CN2CCNCC2)c2cccc(OC(F)(F)F)c2)CCCCC1,140.0,active
CHEMBL470481,Cl.Cl.OC1([C@@H](CN2CCNCC2)c2cccc(OC(F)(F)F)c2)CCCCC1,1290.0,intermediate
CHEMBL469476,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(OC(F)(F)F)c2)CCCCC1,284.0,active
CHEMBL469668,CN1CCN(C[C@H](c2cccc(OC(F)(F)F)c2)C2(O)CCCCC2)CC1.Cl.Cl,82.0,active
CHEMBL511959,CN1CCN(C[C@@H](c2cccc(OC(F)(F)F)c2)C2(O)CCCCC2)CC1.Cl.Cl,3474.0,intermediate
CHEMBL469667,CN1CCN(CC(c2cccc(OC(F)(F)F)c2)C2(O)CCCCC2)CC1.Cl.Cl,147.0,active
CHEMBL518195,CN1CCN(CC(c2ccc(OC(F)(F)F)cc2)C2(O)CCCCC2)CC1.Cl.Cl,575.0,active
CHEMBL461707,Cl.Cl.OC1([C@H](CN2CCNCC2)c2cccc(Cl)c2)CCCCC1,25.0,active
CHEMBL461706,Cl.Cl.OC1([C@@H](CN2CCNCC2)c2cccc(Cl)c2)CCCCC1,540.0,active
CHEMBL461705,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(Cl)c2)CCCCC1,38.0,active
CHEMBL511525,CN1CCN(C[C@H](c2cccc(Cl)c2)C2(O)CCCCC2)CC1.Cl.Cl,29.0,active
CHEMBL459852,CN1CCN(C[C@@H](c2cccc(Cl)c2)C2(O)CCCCC2)CC1.Cl.Cl,577.0,active
CHEMBL511347,CN1CCN(CC(c2cccc(Cl)c2)C2(O)CCCCC2)CC1.Cl.Cl,58.0,active
CHEMBL470079,Cl.Cl.OC1(C(CN2CCNCC2)c2cccc(F)c2)CCCCC1,673.0,active
CHEMBL513204,CN1CCN(CC(c2cccc(F)c2)C2(O)CCCCC2)CC1.Cl.Cl,240.0,active
CHEMBL445800,Cl.Cl.OC1(C(CN2CCNCC2)c2ccc(F)cc2)CCCCC1,1499.0,intermediate
CHEMBL470078,CN1CCN(CC(c2ccc(F)cc2)C2(O)CCCCC2)CC1.Cl.Cl,1452.0,intermediate
CHEMBL469460,COc1cccc(C(CN2CCNCC2)C2(O)CCCCC2)c1.Cl.Cl,870.0,active
CHEMBL469459,COc1cccc(C(CN2CCN(C)CC2)C2(O)CCCCC2)c1.Cl.Cl,600.0,active
CHEMBL448953,CN(C)C[C@H](c1cccc(Cl)c1)C1(O)CCCCC1,303.0,active
CHEMBL461095,CN(C)C[C@@H](c1cccc(Cl)c1)C1(O)CCCCC1,46.0,active
CHEMBL99653,CN(C)CC(c1cccc(C(F)(F)F)c1)C1(O)CCCCC1,32.0,active
CHEMBL316862,CN(C)CC(c1ccccc1Cl)C1(O)CCCCC1,205.0,active
CHEMBL101899,CN(C)CC(c1cccc(Cl)c1)C1(O)CCCCC1,121.0,active
CHEMBL420644,CN(C)CC(c1ccc(Cl)cc1)C1(O)CCCCC1,120.0,active
CHEMBL101055,COc1cccc(C(CN(C)C)C2(O)CCCCC2)c1,208.0,active
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,3.4,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,20.3,active
CHEMBL592374,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,22.8,active
CHEMBL488638,Clc1ccc([C@@]23CNC[C@@H]2C3)cc1Cl,103.0,active
CHEMBL479410,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Oc1ccc(C(F)(F)F)cc1,770.0,active
CHEMBL523146,CN(C)Cc1cc(S(N)(=O)=O)ccc1Oc1ccc([S+](C)[O-])cc1,10000.0,inactive
CHEMBL510484,CNS(=O)(=O)c1ccc(Oc2ccc([S+](C)[O-])cc2)c(CN(C)C)c1,13000.0,inactive
CHEMBL491408,Cc1cc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)ccc1[S+](C)[O-],10000.0,inactive
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,563.0,active
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,100.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,6.0,active
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,3.0,active
CHEMBL453838,CNCCC(c1ccccc1)n1ccc2ccccc21,47.0,active
CHEMBL514200,CNCC[C@H](c1ccccc1)N1C(=O)C(C)(C)c2cccc(F)c21,175.0,active
CHEMBL475936,CNCC[C@H](c1cccc(F)c1)N1C(=O)C(C)(C)c2cccc(F)c21,14.0,active
CHEMBL514354,CNCC[C@H](c1cc(F)cc(Cl)c1)N1C(=O)C(C)(C)c2cccc(F)c21,19.0,active
CHEMBL475937,CNCC[C@H](c1cccc(Cl)c1)N1C(=O)C(C)(C)c2cccc(F)c21,7.0,active
CHEMBL446809,CNCC[C@H](c1cc(F)cc(F)c1)N1C(=O)C(C)(C)c2cccc(F)c21,6.0,active
CHEMBL513912,CNCC[C@H](c1ccccc1)N1C(=O)C(C)(C)c2ccccc21,7.0,active
CHEMBL509007,CNCC[C@@H](c1ccccc1)N1C(=O)C(C)(C)c2ccccc21,3000.0,intermediate
CHEMBL515614,CNCC[C@H](c1cccc(F)c1)N1C(=O)C2(CCCCC2)c2ccccc21,26.0,active
CHEMBL476154,CNCC[C@H](c1ccccc1)N1C(=O)C2(CCCCC2)c2ccccc21,53.0,active
CHEMBL475945,CNCC[C@@H](c1cccc(F)c1)N1C(=O)C2(CCCCC2)c2ccccc21,3000.0,intermediate
CHEMBL514515,CNCC[C@@H](c1ccccc1)N1C(=O)C2(CCCCC2)c2ccccc21,3000.0,intermediate
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,3.9,active
CHEMBL444412,CCN(CC)CCn1c2ccccc2c(=O)c2ccccc21,10000.0,inactive
CHEMBL491753,CCN(CC)CCCn1c2ccccc2c(=O)c2ccccc21,10000.0,inactive
CHEMBL523652,CCN(CC)CCCCn1c2ccccc2c(=O)c2ccccc21,10000.0,inactive
CHEMBL491754,CCN(CC)CCCCCn1c2ccccc2c(=O)c2ccccc21,9100.0,intermediate
CHEMBL491889,CCN(CC)CCCCCCn1c2ccccc2c(=O)c2ccccc21,10000.0,inactive
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,4.2,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,74.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1900.0,intermediate
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,563.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3.0,active
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,3.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4.0,active
CHEMBL504971,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1,30.0,active
CHEMBL469150,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1C,217.0,active
CHEMBL469151,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc(C)c1,61.0,active
CHEMBL510855,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccc(C)cc1,29.0,active
CHEMBL466293,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccc(F)cc1,62.0,active
CHEMBL454798,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1Cl,240.0,active
CHEMBL466500,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc(Cl)c1,20.0,active
CHEMBL466501,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccc(Cl)cc1,23.0,active
CHEMBL445743,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccccc1OC,300.0,active
CHEMBL467512,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc(OC)c1,400.0,active
CHEMBL467513,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1ccc(OC)cc1,99.0,active
CHEMBL506874,CNC[C@@H](O)[C@H](c1ccccc1)N(C)c1cccc2ccccc12,120.0,active
CHEMBL467323,CNC[C@@H](O)[C@H](c1cccc(F)c1)N(C)c1ccccc1,12.0,active
CHEMBL512435,CNC[C@@H](O)[C@H](c1cccc(Cl)c1)N(C)c1ccccc1,73.0,active
CHEMBL467324,CNC[C@@H](O)[C@H](c1ccc(Cl)cc1)N(C)c1ccccc1,110.0,active
CHEMBL467123,CNC[C@@H](O)[C@H](c1ccc(OC)cc1)N(C)c1ccccc1,34.0,active
CHEMBL504892,CN(c1ccccc1)[C@@H](c1ccccc1)[C@H](O)CN,68.0,active
CHEMBL448897,CN(c1ccccc1)[C@@H](c1cccc(F)c1)[C@H](O)CN,550.0,active
CHEMBL466670,COc1ccc([C@@H]([C@H](O)CN)N(C)c2ccccc2)cc1,156.0,active
